id,question,qwen25_72b_instruct,gpt_4o_mini_cot,ministral_8b_instruct_2410,deepseek_chat,glm_4_plus,llama31_8b_instruct,qwen25_32b_int4,gpt_4o,glm_4_air,gpt_4o_mini,qwen25_math_7b_instruct,llama31_70b_instruct,mistral_7b_instruct_v02,mixtral_8x7b_instruct,glm_4_flash,qwq_32b_preview,gemini15_flash,deepseek_coder,qwen25_7b_instruct,llama31_405b_instruct
1817,"关于：chinese_history
问题：近代某歌词中写到：“五龄女子吞声哭，哭向床前问慈母。母亲爱儿自孩提，如何缚儿如缚鸡。儿足骨折儿心碎，昼不能行夜不寐。”此歌词意在
选项：
A. 废止缠足
B. 提倡裹足
C. 推行断发
D. 婚姻自主
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1818,"关于：marketing
问题：利用顾客求廉的心理，特意将某几种商品的价格定得较低以吸引顾客，该心理定价策略属于
选项：
A. 招徕定价
B. 撇脂定价
C. 折扣定价
D. 价格歧视
",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1819,"关于：elementary_chinese
问题：我们常说的“十八般武艺”最初指的是什么
选项：
A. 十八种技艺
B. 使用十八种兵器的技能
C. 十八种武术动作
D. 十八种环境
",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1820,"关于：chinese_literature
问题：下列以“刑天”的传说和陶渊明诗句来说明人民的斗争精神的作品是
选项：
A. 《蛇与塔》
B. 《春末闲谈》
C. 《秋夜》
D. 《春之子》
",1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1821,"关于：management
问题：某单位领导高度关心生产和效率，而不关心人。这种领导方式在管理方格中的位置为
选项：
A. (9，1)
B. (1，1)
C. (9，9)
D. (1，9)
",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1822,"关于：high_school_mathematics
问题：已知四棱锥S-ABCD的底面是中心为O的正方形，且SO$\prep$底面ABCD，$SA=2\sqrt{3}$，那么当该棱锥的体积最大时，它的高为
选项：
A. $\sqrt{3}$
B. 1
C. 2
D. 3
",1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1823,"关于：elementary_information_and_technology
问题：小张在新浪浏览新闻时，他与服务器之间信息传输所在地使用的协议为
选项：
A. HTML
B. TCP/IP
C. HTTP
D. SMTP
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1824,"关于：food_science
问题：冷水冷却的效果最关键的是
选项：
A. 用喷淋水
B. 保持水温0°C
C. 加快水的流动
D. 以上全部
",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1825,"关于：high_school_physics
问题：两个质量相等的物体分别沿⾼度相同但倾⻆不同的光滑斜⾯从顶端⾃由下滑到底端，在此过程中两物体具有相同的物理量是
选项：
A. 动量的变化
B. 合⼒的冲量
C. 速率的变化
D. 重⼒的冲量
",1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1826,"关于：anatomy
问题：肱三头肌受（ ）支配
选项：
A. 桡神经
B. 肌皮神经
C. 尺神经
D. 腋神经
",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1827,"关于：college_actuarial_science
问题：下列表达式中与${ }_k p_x$等价的是 () 。
选项：
A. $\frac{S(x+k-1)}{S(x)}$
B. $\frac{S(x+k+1)}{S(x+1)}$
C. $p_{x+1} p_{x+2} \cdots p_{x+k}$
D. $p_x \cdot p_{x+1} \cdots p_{x+k-1}$
",1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1828,"关于：construction_project_management
问题：在建筑工程施工过程中，隐蔽工程在隐蔽前应通知N哪个部门进行验收，并形成验收文件
选项：
A. 政府质量监督站
B. 监理单位
C. 设计单位
D. 施工单位质检部门
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1829,"关于：logical
问题：根据传统逻辑学标准，论证评价的逻辑标准的类型包括演绎逻辑标准和
选项：
A. 辩证逻辑标准
B. 解释逻辑标准
C. 归纳逻辑标准
D. 以上都不对
",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1830,"关于：elementary_information_and_technology
问题：在WORD中，以下关于文字设置的说法正确的是
选项：
A. 利用“格式”菜单打开“字体”对话框，可以设置字符间距
B. 文字格式工具栏中“加粗”按钮可以设置文字的颜色
C. 默认字体只有宋体、黑体
D. 利用“格式”菜单打开“段落”对话框，可以设置字符间距
",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1831,"关于：chinese_literature
问题：“乡土诗人”指的是
选项：
A. 何其芳
B. 田间
C. 臧克家
D. 艾青
",1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1832,"关于：high_school_chemistry
问题：FeCl3溶液是实验室中使用较为广泛的一种试剂，下列有关FeCl3溶液的作用或实验现象解释合理的是
选项：
A. 向FeCl3溶液中滴加氨水出现红褐色沉淀：Fe3＋＋3OH－===Fe(OH)3
B. FeCl3溶液使蓝色石蕊试纸变红：Fe3＋＋3H2O===3H＋＋Fe(OH)3
C. 检测FeCl3溶液中的Fe3＋用KSCN溶液：Fe3＋＋3SCN－===Fe(SCN)3
D. 用FeCl3溶液腐蚀印刷电路板：Fe3＋＋Cu===Cu2＋＋Fe2＋
",0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1833,"关于：elementary_mathematics
问题：已知a是一个真分数，b是一个假分数，在下列算式中答案一定大于1的算式是
选项：
A. a+b
B. a*b
C. a/b
D. a-b
",1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1834,"关于：elementary_mathematics
问题：⽤性质描述法表示第⼀象限的所有点的集合
选项：
A. {(x,y)|x<0.y<0} 
B. {(x,y)|x>0,Y<0}
C. {(x,y)|x>0,y>0}
D. {(x,y)|x<0,y>0}
",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1835,"关于：professional_medicine
问题：下列符合蛋白酶体降解蛋白质特点的是
选项：
A. 是原核生物蛋白质降解的主要途径
B. 主要降解外来的蛋白质
C. 不需泛素参与
D. 需要消耗 ATP
",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1836,"关于：clinical_knowledge
问题：血液中胰岛素样生长因子-1水平明显升高，常提示的疾病是
选项：
A. 糖尿病
B. 侏儒症
C. 呆小症
D. 肢端肥大症
",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1837,"关于：elementary_information_and_technology
问题：如果你用网际快车下载了一个Powerpoint的课件，在重命名栏中应更名为
选项：
A. 课件名.rar
B. 课件名.doc
C. 课件名.exe
D. 课件名.ppt
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
1838,"关于：astronomy
问题：到目前为止，在距离我们太阳系10pc的范围之内，天文观测已经证实存在的数目最多的是以下哪类恒星
选项：
A. O型
B. G型
C. M型
D. 褐矮星
",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1839,"关于：philosophy
问题：哲学的基本问题是
选项：
A. 思维与存在的关系问题
B. 社会和自然的关系问题
C. 实践和理论的关系问题
D. 政治和经济的关系问题
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1840,"关于：ethnology
问题：我国民族众多，各民族都有自己的风俗习惯，以下民族节日与所属民族搭配不正确的是
选项：
A. 赛龙舟—汉族
B. 泼水节—维吾尔族
C. 那达慕大会—蒙古族
D. 芦笙节—侗族、苗族
",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1841,"关于：agronomy
问题：根据小麦的温光反应特性，小麦属于
选项：
A. 低温长日作物
B. 低温短日作物
C. 高温长日作物
D. 高温短日作物
",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1842,"关于：chinese_foreign_policy
问题：2009年9月21日至25日，胡锦涛主席出席了在纽约举行的联合国气候变化峰会、第64届联合国大会一般性辩论、安理会核不扩散与核裁军峰会和在匹兹堡举行的二十国集团领导人第三次金融峰会。发表的多个重要讲话再次引起国际社会的广泛关注和高度评价。这反映了新时期中国外交政策的一个特点是
选项：
A. 一边倒
B. 反对霸权主义
C. 积极开展以联合国为中心的多边外交
D. 积极活跃在地区性的国际组织当中
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1843,"关于：world_history
问题：美国1787年宪法规定，国会分参、众两院．参议院由各州议会分别选派两名参议员组成，众议院议员按人口比例由各州选民普选产生，每两年选举一次。这些规定体现了
选项：
A. 众议院主导联邦的立法权力
B. 联邦制与菇和制的原则
C. 各州根据人口分享联邦权力
D. 参议院代表少数人利益
",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1844,"关于：conceptual_physics
问题：关于平抛物体的运动，以下说法中正确的选项是
选项：
A. 物体落地时的水平位移与初速度无关
B. 物体落地时的水平位移与抛出点的高度无关
C. 初速度越大，物体在空中运动的时间越长
D. 可以看成水平方向的匀速运动和竖直方向的自由落体运动的合运动
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1845,"关于：elementary_chinese
问题：苏轼在《念奴娇·赤壁怀古》中提到了“羽扇纶巾，谈笑间，樯橹灰飞烟灭”，“羽扇纶巾”形容的是下面哪位历史人物
选项：
A. 孙权
B. 周瑜
C. 诸葛亮
D. 曹操
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
1846,"关于：college_actuarial_science
问题：一个离散概率分布有如下性质:$p_k=c(1+1/k)p_{k-1}，k=1，2，\cdots;p_0=0.5$，则c=____。
选项：
A. 0.29
B. 0.25
C. 0.35
D. 0.42
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1847,"关于：chinese_literature
问题：中国现代第一部新诗集《尝试集》出版于
选项：
A. 1915年
B. 1920年
C. 1921年
D. 1919年
",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1848,"关于：elementary_chinese
问题：下列句子有语病的一句是
选项：
A. 学习了《小学生守则》后，我受到了深刻的教育。
B. 烤着火，大家的手逐渐温暖起来。
C. 我虽然这么用功，但是成绩仍然不如你。
D. 爸爸在外语学院工作，会说三四国的英语。
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1849,"关于：college_medicine
问题：男性，23岁。因乏力10天、牙龈出血伴皮肤淤斑4 天入院，既往体健。化验血 Hb 76 g/L，WBC 25X10^9/L，Plt 29X10^9/L，骨髓增生明显活跃，原始细胞占60%，POX染色(-)，PAS染色(+)成块，NSE 染色(-)。提示该患者预后差的染色体异常是
选项：
A. t(16;16)
B. t(9;22)
C. t(8;21)
D. t(15;17)
",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1850,"关于：virology
问题：用于预防病毒感染的减毒活疫苗是
选项：
A. 乙脑疫苗
B. 乙肝疫苗
C. 脊髓灰质炎口服糖丸疫苗
D. 狂犬疫苗
",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1851,"关于：electrical_engineering
问题：电力谐波对旋转电机的主要危害之一是
选项：
A. 导致旋转电机的转速上升
B. 导致系统电压和频率变化
C. 导致旋转电机的转速下降
D. 导致电机铁损和铜损增加
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1852,"关于：human_sexuality
问题：马斯洛的需求层次理论中最著名的概念是
选项：
A. 生理需要
B. 自我
C. 自我实现
D. 超我
",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1853,"关于：professional_law
问题：下列关于强令违章冒险作业罪的说法，错误的是
选项：
A. 强令违章冒险作业罪不能由单位构成
B. 强令违章冒险作业罪的犯罪主体为特殊主体，包括对矿山作业负有组织、指挥或者管理职责的负责人、管理人员、实际控制人、投资人等
C. 强令违章冒险作业罪属于危害公共安全的犯罪
D. 强令违章冒险作业罪是过失犯罪
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1854,"关于：economics
问题：下列投资策略中，最明智的策略是
选项：
A. 将资金全部用于购买风险最小的一种资产
B. 选择适当的资产组合
C. 选择购买一种最好的政府债券
D. 将资金全部用于购买可能收益最高的一种资产
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1855,"关于：journalism
问题：对传播的过程，拉斯韦尔提出的模式是
选项：
A. 对称模式
B. 数学模式
C. 5W模式
D. 平衡模式
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1856,"关于：electrical_engineering
问题：运行中变压器温度最高的部分是
选项：
A. 绕组
B. 变压器油
C. 引线
D. 铁芯
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1857,"关于：college_engineering_hydrology
问题：气块中的水汽凝结后，若凝结物作为降水随时脱离气块降到地面，则称这种情况下的空气状态变化为[]。
选项：
A. 湿绝热过程
B. 降水过程
C. 假绝热过程
D. 干绝热过程
",1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1858,"关于：virology
问题：裸露病毒体的结构是
选项：
A. 核酸+包膜
B. 核心+衣壳+包膜
C. 核心+衣壳
D. 核衣壳+包膜
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,"关于：legal_and_moral_basis
问题：法的规范作用可以分为多个方面，其中教育作用是指
选项：
A. 法为人们的行为提供模式和方向
B. 法可以使人们对外部主体的某种行为进行预先分析和预测
C. 法是一种评判、衡量他人行为合法性的标准
D. 法通过实施对准备采取同类行为的人发生积极影响
",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1860,"关于：professional_psychology
问题：以下对前运算阶段儿童思维描述不正确的选项是。
选项：
A. 单维思维
B. 思维的可逆性
C. 思维的不可逆性
D. 自我中心
",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1861,"关于：chinese_history
问题：在对天、君、民关系的认识上，原始儒学以孟子为例，主张民贵君轻，董仲舒主张“屈民以伸君，屈君以伸天”。材料表明，董仲舒
选项：
A. 背离了原始儒学的民本思想
B. 背离了原始儒学的仁爱思想
C. 摒弃了原始儒学的德治主张
D. 继承了原始儒学的全部宗旨
",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1862,"关于：sports_science
问题：跳跃中的高度比赛，运动员在每个高度连续几次试跳失败，即被取消比赛资格。
选项：
A. 四次
B. 六次
C. 两次
D. 三次
",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
1863,"关于：astronomy
问题：以下彗星中2018年回归近日点的是
选项：
A. 62P/Tsuchinshanl
B. C/2016R2
C. 2P/Encke
D. 1P/Halley
",1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1864,"关于：elementary_information_and_technology
问题：大规模和超大规模集成电路芯片组成的微型计算机属于计算机的
选项：
A. 第二代产品
B. 第四代产品
C. 第三代产品
D. 第一代产品
",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1865,"关于：elementary_commonsense
问题：萝卜和水果能同时食用吗
选项：
A. 能
B. 因人而宜
C. 小孩不行
D. 不能
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1866,"关于：machine_learning
问题：Fisher线性判别函数的求解过程是将M维特征矢量投影在（ ）中进行求解
选项：
A. 一维空间
B. 三维空间
C. M-1维空间
D. 二维空间
",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1867,"关于：sociology
问题：法律的特征表现在公正性和
选项：
A. 强制性
B. 公开性
C. 公平性
D. 惩罚性
",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1868,"关于：conceptual_physics
问题：在杨氏双缝干涉实验中，如果缩短双缝间的距离，下列陈述正确的是
选项：
A. 相邻明（暗）纹间距增大
B. 相邻明（暗）间距离减小
C. 不能确定相邻明（暗）纹间距的变化情况
D. 相邻明（暗）纹间距不变
",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1869,"关于：college_education
问题：某班教师为了激发和保持学生学习的积极性，除了学校定期组织的考试外，还经常组织班内学生进行小组学习竞赛活动，并公开排名。结果如教师所料，学生的学习积极性得到显著提高，成绩得到很大改进，但没有想到的是，学生之间相互猜忌、隐瞒学习资料的现象日趋严重。该现象体现了教育 ()
选项：
A. 既有正向显性功能，又有正向隐性功能
B. 既有正向隐性功能，又有负向隐性功能
C. 既有负向显性功能，又有负向隐性功能
D. 既有正向显性功能，又有负向隐性功能
",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1870,"关于：chinese_literature
问题：下列文章中，在顺叙之中又时时运用了插叙和倒叙手法的是
选项：
A. 《少女小渔》
B. 《组织部来了个年轻人》
C. 《鞋》
D. 《百合花》
",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1871,"关于：virology
问题：下列哪一项不是病因推断的标准
选项：
A. 相对危险度较大
B. 致病因素与疾病一一对应
C. 因先于果
D. 因素的分布与疾病的分布一致
",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1872,"关于：genetics
问题：突变时一种嘌呤变成另一种嘌呤，或一种嘧啶变成另一种嘧啶称为
选项：
A. 颠换
B. 转换
C. 交换
D. 转化
",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1873,"关于：legal_and_moral_basis
问题：基层人民法院及其派出法庭在审理事实清楚、权利义务关系明确、争议不大的民事案时，可适用
选项：
A. 特别程序
B. 简易程序
C. 督促程序
D. 普通程序
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1874,"关于：jurisprudence
问题：根据法的渊源的载体形式不同，可将法的渊源分为
选项：
A. 制定法渊源与非制定法渊源
B. 成文法渊源与不成文法渊源
C. 主要渊源与次要渊源
D. 直接渊源与间接渊源
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1875,"关于：legal_and_moral_basis
问题：发展社会主义民主政治是中国共产党始终不渝的奋斗目标。社会主义民主政治的本质和核心是
选项：
A. 党的领导
B. 人民当家作主
C. 以德治国
D. 政治协商
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1876,"关于：human_sexuality
问题：两性心理学是心理学研究体系中一个特异的生活
选项：
A. 知识研究话题
B. 应用研究分支
C. 科普研究专题
D. 实用研究学科
",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1877,"关于：chinese_foreign_policy
问题：某同学选取以下历史事件开展新中国外交史的研究性学习。a中国恢复联合国合法席位；b周恩来迎接美国总统尼克松；c毛泽东会见日本首相田中角荣。该同学确立的研究主题应是
选项：
A. 以联合国为中心开展多边外交
B. 西方大国遏制中国的僵局被打破
C. 独立自主和平外交方针的确立
D. 与新兴民族独立国家并肩战斗
",1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1878,"关于：chinese_literature
问题：均属“七月派”诗人的是
选项：
A. 穆旦、冀涝、流沙河
B. 穆旦、流沙河、绿原
C. 流沙河、曾卓、绿原
D. 绿原、曾卓、冀涝
",1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1879,"关于：high_school_mathematics
问题：下列向量中与a=(1,1,-1)正交的向量是
选项：
A. $a_{2}=(-1,1,1)$
B. $a_{1}=(1,1,1)$
C. $a_{4}=(0,1,1)$
D. $a_{3}=(1,-1,1)$
",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1880,"关于：philosophy
问题：人生价值观念是
选项：
A. 对人为什么活着的基本观点
B. 对人生目的和实践活动进行认识及评价时所持的基本观点
C. 对自我价值与社会价值的认识
D. 对人的主体需要和客体满足主体需要的关系的认识
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1881,"关于：college_mathematics
问题：函数 $f(x， y)=\left\{\begin{array}{lc}0， & x y=0， \\ x \sin \frac{1}{x}+y \sin \frac{1}{x}， & x y \neq 0，\end{array}\right.$ 则极限 $\lim _{\substack{x \rightarrow 0 \\ y \rightarrow 0}} f(x， y)()$.
选项：
A. 等于 1
B. 等于 0
C. 等于 2
D. 不存在
",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1882,"关于：professional_psychology
问题：天空晴朗时，仰望天空中的云朵，把它看成是羊群，棉花、山峦，这种现象属于
选项：
A. 有意想象
B. 无意想象
C. 再造想象
D. 创造想象
",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1883,"关于：clinical_knowledge
问题：腰椎间盘突出病人髓核突出于神经跟外侧，病人减轻疼痛的代偿性姿势变位是
选项：
A. 腰椎凸向健侧
B. 腰椎凸向患侧
C. 腰椎前凸消失
D. 腰椎无侧凸变化
",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1884,"关于：anatomy
问题：卵受精的部位在
选项：
A. 输卵管漏斗
B. 输卵管子宫部
C. 输卵管壶腹部
D. 输卵管峡部
",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1885,"关于：professional_medicine
问题：下列指标升高常提示系统性红斑狼疮病情活动，但除外
选项：
A. 抗dsDNA 抗体
B. C反应蛋白
C. 血沉
D. 补体
",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1886,"关于：ancient_chinese
问题：下列句中，加着重号的字与括号中的字是假借关系的一句是
选项：
A. 民不知禮，未生其共(恭)。
B. 其御之妻從門間而闕(窺)。
C. 小人也者，疾(急)爲誕而欲人之信己也。
D. 亡不越竟(境)，反不討賊。
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
